Longitude,Latitude,TotalPowerDbm
117.595,24.219,-54.7624
117.595,24.228,-57.3163
117.595,24.237,-53.0715
117.595,24.246,-61.0144
117.595,24.255,-60.2166
117.595,24.264,-52.5155
117.595,24.273,-49.702
117.595,24.2819,-55.759
117.595,24.2909,-53.5151
117.595,24.2999,-50.3275
117.595,24.3089,-61.806
117.595,24.3179,-59.2406
117.595,24.3269,-61.2629
117.595,24.3359,-57.9477
117.595,24.3449,-57.6118
117.595,24.3539,-54.652
117.595,24.3629,-56.8413
117.595,24.3719,-46.5794
117.595,24.3809,-56.7062
117.595,24.3899,-58.2443
117.595,24.3989,-45.8786
117.595,24.4079,-42.3681
117.595,24.4168,-46.0831
117.595,24.4258,-51.9116
117.595,24.4348,-44.9084
117.595,24.4438,-51.3469
117.595,24.4528,-49.6728
117.595,24.4618,-65.1425
117.595,24.4708,-57.4295
117.595,24.4798,-61.2759
117.595,24.4888,-50.4141
117.595,24.4978,-54.7128
117.595,24.5068,-50.2146
117.595,24.5158,-48.5708
117.595,24.5248,-61.7355
117.595,24.5338,-58.5531
117.595,24.5428,-52.0006
117.595,24.5517,-55.7735
117.595,24.5607,-54.0439
117.595,24.5697,-46.1027
117.595,24.5787,-58.088
117.595,24.5877,-63.1594
117.595,24.5967,-61.8332
117.595,24.6057,-55.3265
117.595,24.6147,-58.0647
117.595,24.6237,-62.2532
117.595,24.6327,-62.7531
117.595,24.6417,-49.0895
117.595,24.6507,-59.5598
117.595,24.6597,-62.5873
117.595,24.6687,-63.9932
117.595,24.6777,-51.8991
117.595,24.6866,-54.7214
117.595,24.6956,-66.8206
117.595,24.7046,-60.0278
117.595,24.7136,-59.1526
117.595,24.7226,-57.0025
117.595,24.7316,-59.1215
117.595,24.7406,-51.3813
117.595,24.7496,-54.4907
117.605,24.21,-68.5563
117.605,24.219,-66.9044
117.605,24.228,-62.5283
117.605,24.237,-57.7801
117.605,24.246,-58.5758
117.605,24.255,-65.1175
117.605,24.264,-58.6162
117.605,24.273,-56.7653
117.605,24.2819,-61.4167
117.605,24.2909,-56.2711
117.605,24.2999,-53.1876
117.605,24.3089,-61.3854
117.605,24.3179,-51.2208
117.605,24.3269,-54.2737
117.605,24.3359,-57.2956
117.605,24.3449,-56.0679
117.605,24.3539,-57.1018
117.605,24.3629,-59.4516
117.605,24.3719,-53.4214
117.605,24.3809,-49.351
117.605,24.3899,-61.8906
117.605,24.3989,-47.9349
117.605,24.4079,-59.1683
117.605,24.4168,-58.4378
117.605,24.4258,-50.9037
117.605,24.4348,-46.9961
117.605,24.4438,-55.4722
117.605,24.4528,-58.289
117.605,24.4618,-57.9193
117.605,24.4708,-53.3305
117.605,24.4798,-54.6727
117.605,24.4888,-51.0211
117.605,24.4978,-50.5107
117.605,24.5068,-47.0411
117.605,24.5158,-46.754
117.605,24.5248,-58.9687
117.605,24.5338,-63.1785
117.605,24.5428,-58.8928
117.605,24.5517,-59.5532
117.605,24.5607,-61.4585
117.605,24.5697,-54.6528
117.605,24.5787,-56.5015
117.605,24.5877,-50.6538
117.605,24.5967,-56.299
117.605,24.6057,-61.0913
117.605,24.6147,-56.8906
117.605,24.6237,-58.1065
117.605,24.6327,-64.0999
117.605,24.6417,-48.6782
117.605,24.6507,-52.3522
117.605,24.6597,-59.9832
117.605,24.6687,-50.7626
117.605,24.6777,-50.9652
117.605,24.6866,-57.0622
117.605,24.6956,-50.7876
117.605,24.7046,-66.2866
117.605,24.7136,-63.5354
117.605,24.7226,-60.6652
117.605,24.7316,-54.1655
117.605,24.7406,-57.7009
117.605,24.7496,-62.6138
117.615,24.21,-59.6092
117.615,24.219,-57.058
117.615,24.228,-61.3312
117.615,24.237,-59.169
117.615,24.246,-54.0146
117.615,24.255,-54.4348
117.615,24.264,-52.4957
117.615,24.273,-53.587
117.615,24.2819,-59.2105
117.615,24.2909,-63.6054
117.615,24.2999,-62.4397
117.615,24.3089,-64.6049
117.615,24.3179,-55.6778
117.615,24.3269,-60.4265
117.615,24.3359,-55.8905
117.615,24.3449,-51.6231
117.615,24.3539,-47.4626
117.615,24.3629,-54.2533
117.615,24.3719,-51.7146
117.615,24.3809,-61.3799
117.615,24.3899,-59.3441
117.615,24.3989,-58.7009
117.615,24.4079,-44.1022
117.615,24.4168,-49.5204
117.615,24.4258,-59.4983
117.615,24.4348,-47.6525
117.615,24.4438,-47.936
117.615,24.4528,-47.7137
117.615,24.4618,-59.1164
117.615,24.4708,-55.3144
117.615,24.4798,-58.8945
117.615,24.4888,-58.8378
117.615,24.4978,-53.2291
117.615,24.5068,-62.9598
117.615,24.5158,-49.6207
117.615,24.5248,-55.0113
117.615,24.5338,-49.4017
117.615,24.5428,-63.7124
117.615,24.5517,-51.3872
117.615,24.5607,-55.952
117.615,24.5697,-48.5749
117.615,24.5787,-63.0366
117.615,24.5877,-50.4076
117.615,24.5967,-56.4267
117.615,24.6057,-45.1437
117.615,24.6147,-57.4083
117.615,24.6237,-53.6518
117.615,24.6327,-59.7058
117.615,24.6417,-58.5311
117.615,24.6507,-56.5248
117.615,24.6597,-59.9917
117.615,24.6687,-58.0295
117.615,24.6777,-57.7532
117.615,24.6866,-63.6689
117.615,24.6956,-56.8125
117.615,24.7046,-55.5288
117.615,24.7136,-52.7952
117.615,24.7226,-62.3669
117.615,24.7316,-63.8165
117.615,24.7406,-47.366
117.615,24.7496,-60.6373
117.625,24.21,-58.6164
117.625,24.219,-53.9883
117.625,24.228,-57.4832
117.625,24.237,-61.7021
117.625,24.246,-57.5256
117.625,24.255,-56.2988
117.625,24.264,-61.5236
117.625,24.273,-69.34
117.625,24.2819,-53.7993
117.625,24.2909,-64.6841
117.625,24.2999,-60.885
117.625,24.3089,-56.2316
117.625,24.3179,-64.5695
117.625,24.3269,-61.5682
117.625,24.3359,-62.5876
117.625,24.3449,-64.5508
117.625,24.3539,-54.9262
117.625,24.3629,-58.0593
117.625,24.3719,-64.0214
117.625,24.3809,-57.8193
117.625,24.3899,-53.6175
117.625,24.3989,-59.6261
117.625,24.4079,-53.9761
117.625,24.4168,-48.9242
117.625,24.4258,-45.9533
117.625,24.4348,-52.734
117.625,24.4438,-44.4993
117.625,24.4528,-60.115
117.625,24.4618,-48.0809
117.625,24.4708,-58.7366
117.625,24.4798,-56.1267
117.625,24.4888,-47.0847
117.625,24.4978,-53.4792
117.625,24.5068,-52.362
117.625,24.5158,-43.5246
117.625,24.5248,-48.6321
117.625,24.5338,-46.7856
117.625,24.5428,-57.7563
117.625,24.5517,-48.7669
117.625,24.5607,-53.7342
117.625,24.5697,-59.8351
117.625,24.5787,-56.0058
117.625,24.5877,-57.4787
117.625,24.5967,-51.0777
117.625,24.6057,-58.3865
117.625,24.6147,-58.7393
117.625,24.6237,-54.5438
117.625,24.6327,-55.4544
117.625,24.6417,-55.431
117.625,24.6507,-61.7183
117.625,24.6597,-57.2003
117.625,24.6687,-64.1379
117.625,24.6777,-56.1892
117.625,24.6866,-58.0842
117.625,24.6956,-62.3593
117.625,24.7046,-63.2461
117.625,24.7136,-61.3322
117.625,24.7226,-54.9806
117.625,24.7316,-57.9612
117.625,24.7406,-58.5324
117.625,24.7496,-59.1302
117.635,24.21,-61.4254
117.635,24.219,-66.9407
117.635,24.228,-63.3855
117.635,24.237,-58.6682
117.635,24.246,-58.1549
117.635,24.255,-59.0035
117.635,24.264,-54.6973
117.635,24.273,-56.9446
117.635,24.2819,-58.6331
117.635,24.2909,-65.5882
117.635,24.2999,-61.2538
117.635,24.3089,-57.1882
117.635,24.3179,-59.9549
117.635,24.3269,-67.1208
117.635,24.3359,-57.7473
117.635,24.3449,-52.7549
117.635,24.3539,-58.0173
117.635,24.3629,-53.8178
117.635,24.3719,-55.6899
117.635,24.3809,-55.1756
117.635,24.3899,-49.839
117.635,24.3989,-60.9431
117.635,24.4079,-54.1413
117.635,24.4168,-52.264
117.635,24.4258,-55.3192
117.635,24.4348,-42.5454
117.635,24.4438,-49.9185
117.635,24.4528,-59.1317
117.635,24.4618,-54.0168
117.635,24.4708,-51.5878
117.635,24.4798,-57.9126
117.635,24.4888,-45.629
117.635,24.4978,-46.9081
117.635,24.5068,-62.0168
117.635,24.5158,-55.4605
117.635,24.5248,-58.3185
117.635,24.5338,-53.1606
117.635,24.5428,-42.3501
117.635,24.5517,-54.3351
117.635,24.5607,-57.8468
117.635,24.5697,-50.0347
117.635,24.5787,-59.8774
117.635,24.5877,-47.6439
117.635,24.5967,-58.5373
117.635,24.6057,-54.5499
117.635,24.6147,-61.8938
117.635,24.6237,-60.5147
117.635,24.6327,-52.9669
117.635,24.6417,-55.06
117.635,24.6507,-60.6585
117.635,24.6597,-64.4275
117.635,24.6687,-55.4907
117.635,24.6777,-62.0815
117.635,24.6866,-61.8183
117.635,24.6956,-60.7257
117.635,24.7046,-66.8958
117.635,24.7136,-66.1359
117.635,24.7226,-57.1988
117.635,24.7316,-62.5143
117.635,24.7406,-60.7145
117.635,24.7496,-65.5875
117.645,24.21,-56.7709
117.645,24.219,-62.2731
117.645,24.228,-62.6604
117.645,24.237,-64.0874
117.645,24.246,-50.8339
117.645,24.255,-58.5236
117.645,24.264,-63.6193
117.645,24.273,-55.8121
117.645,24.2819,-54.2895
117.645,24.2909,-56.6094
117.645,24.2999,-58.5994
117.645,24.3089,-60.1738
117.645,24.3179,-61.2003
117.645,24.3269,-63.934
117.645,24.3359,-58.9021
117.645,24.3449,-50.6996
117.645,24.3539,-62.6011
117.645,24.3629,-63.064
117.645,24.3719,-62.3141
117.645,24.3809,-55.3283
117.645,24.3899,-60.1032
117.645,24.3989,-57.5991
117.645,24.4079,-58.9426
117.645,24.4168,-42.4783
