Longitude,Latitude,TotalPowerDbm
117.783,24.7316,-58.9368
117.783,24.7406,-63.7856
117.783,24.7496,-62.5829
117.793,24.21,-55.5638
117.793,24.219,-60.6225
117.793,24.228,-64.5072
117.793,24.237,-57.7735
117.793,24.246,-59.9316
117.793,24.255,-64.1314
117.793,24.264,-66.5484
117.793,24.273,-50.9445
117.793,24.2819,-58.5647
117.793,24.2909,-60.3099
117.793,24.2999,-54.7473
117.793,24.3089,-54.3575
117.793,24.3179,-55.7863
117.793,24.3269,-52.8158
117.793,24.3359,-58.7318
117.793,24.3449,-60.2793
117.793,24.3539,-55.949
117.793,24.3629,-56.2875
117.793,24.3719,-57.8049
117.793,24.3809,-62.2522
117.793,24.3899,-63.7622
117.793,24.3989,-58.8637
117.793,24.4079,-53.7769
117.793,24.4168,-53.2114
117.793,24.4258,-55.8575
117.793,24.4348,-49.0309
117.793,24.4438,-57.3501
117.793,24.4528,-55.4639
117.793,24.4618,-60.6939
117.793,24.4708,-51.5754
117.793,24.4798,-56.308
117.793,24.4888,-55.3215
117.793,24.4978,-62.8723
117.793,24.5068,-50.2818
117.793,24.5158,-50.2515
117.793,24.5248,-52.5621
117.793,24.5338,-56.5843
117.793,24.5428,-52.7874
117.793,24.5517,-58.8039
117.793,24.5607,-54.0919
117.793,24.5697,-58.9109
117.793,24.5787,-52.8941
117.793,24.5877,-54.43
117.793,24.5967,-53.4411
117.793,24.6057,-62.6633
117.793,24.6147,-66.7565
117.793,24.6237,-58.3831
117.793,24.6327,-56.9405
117.793,24.6417,-51.8282
117.793,24.6507,-65.2211
117.793,24.6597,-59.8862
117.793,24.6687,-56.7368
117.793,24.6777,-55.2392
117.793,24.6866,-58.8425
117.793,24.6956,-55.7934
117.793,24.7046,-55.8214
117.793,24.7136,-64.6032
117.793,24.7226,-56.2311
117.793,24.7316,-65.7364
117.793,24.7406,-57.4125
117.793,24.7496,-59.838
117.803,24.21,-58.806
117.803,24.219,-56.3896
117.803,24.228,-56.8077
117.803,24.237,-59.7252
117.803,24.246,-62.7192
117.803,24.255,-55.4357
117.803,24.264,-55.4545
117.803,24.273,-57.7597
117.803,24.2819,-60.6759
117.803,24.2909,-51.1692
117.803,24.2999,-55.6884
117.803,24.3089,-59.4367
117.803,24.3179,-54.8513
117.803,24.3269,-66.2653
117.803,24.3359,-53.6099
117.803,24.3449,-48.3879
117.803,24.3539,-56.6412
117.803,24.3629,-51.6479
117.803,24.3719,-56.1551
117.803,24.3809,-53.698
117.803,24.3899,-55.263
117.803,24.3989,-56.8054
117.803,24.4079,-54.9133
117.803,24.4168,-51.1956
117.803,24.4258,-55.5804
117.803,24.4348,-49.1119
117.803,24.4438,-52.6577
117.803,24.4528,-60.9242
117.803,24.4618,-52.3508
117.803,24.4708,-57.0023
117.803,24.4798,-60.2118
117.803,24.4888,-52.0902
117.803,24.4978,-56.2342
117.803,24.5068,-47.0398
117.803,24.5158,-54.8644
117.803,24.5248,-50.4582
117.803,24.5338,-55.9563
117.803,24.5428,-60.333
117.803,24.5517,-59.2158
117.803,24.5607,-52.7115
117.803,24.5697,-64.187
117.803,24.5787,-56.4989
117.803,24.5877,-54.4459
117.803,24.5967,-59.8923
117.803,24.6057,-59.5854
117.803,24.6147,-52.3493
117.803,24.6237,-60.2508
117.803,24.6327,-60.6321
117.803,24.6417,-57.4727
117.803,24.6507,-67.1204
117.803,24.6597,-63.2994
117.803,24.6687,-54.7671
117.803,24.6777,-55.8052
117.803,24.6866,-55.2417
117.803,24.6956,-52.7602
117.803,24.7046,-57.8314
117.803,24.7136,-56.4575
117.803,24.7226,-62.3414
117.803,24.7316,-63.9743
117.803,24.7406,-59.2661
117.803,24.7496,-64.5841
117.813,24.21,-57.2671
117.813,24.219,-59.8937
117.813,24.228,-64.1979
117.813,24.237,-57.7005
117.813,24.246,-56.3873
117.813,24.255,-61.9232
117.813,24.264,-55.7597
117.813,24.273,-58.9405
117.813,24.2819,-52.6395
117.813,24.2909,-61.5653
117.813,24.2999,-51.4255
117.813,24.3089,-61.0615
117.813,24.3179,-60.7644
117.813,24.3269,-56.2914
117.813,24.3359,-58.1105
117.813,24.3449,-51.51
117.813,24.3539,-50.9447
117.813,24.3629,-55.9822
117.813,24.3719,-59.1677
117.813,24.3809,-43.456
117.813,24.3899,-50.2744
117.813,24.3989,-52.8177
117.813,24.4079,-62.2909
117.813,24.4168,-52.8103
117.813,24.4258,-54.2679
117.813,24.4348,-62.7813
117.813,24.4438,-52.0199
117.813,24.4528,-61.6648
117.813,24.4618,-58.273
117.813,24.4708,-54.278
117.813,24.4798,-51.1503
117.813,24.4888,-54.5092
117.813,24.4978,-52.0753
117.813,24.5068,-55.2986
117.813,24.5158,-52.2405
117.813,24.5248,-55.2023
117.813,24.5338,-54.1938
117.813,24.5428,-57.2735
117.813,24.5517,-59.5656
117.813,24.5607,-52.9616
117.813,24.5697,-56.2595
117.813,24.5787,-46.6725
117.813,24.5877,-60.4058
117.813,24.5967,-56.2925
117.813,24.6057,-55.1475
117.813,24.6147,-49.9577
117.813,24.6237,-58.7358
117.813,24.6327,-53.5864
117.813,24.6417,-56.2982
117.813,24.6507,-50.2847
117.813,24.6597,-54.3012
117.813,24.6687,-58.7697
117.813,24.6777,-54.3021
117.813,24.6866,-56.9049
117.813,24.6956,-51.238
117.813,24.7046,-58.319
117.813,24.7136,-53.0251
117.813,24.7226,-59.6078
117.813,24.7316,-63.5526
117.813,24.7406,-60.2608
117.813,24.7496,-58.4093
117.823,24.21,-64.3142
117.823,24.219,-62.0693
117.823,24.228,-58.2078
117.823,24.237,-60.07
117.823,24.246,-47.5928
117.823,24.255,-60.0801
117.823,24.264,-50.5491
117.823,24.273,-66.2895
117.823,24.2819,-56.0761
117.823,24.2909,-60.8328
117.823,24.2999,-61.9122
117.823,24.3089,-55.8081
117.823,24.3179,-56.0243
117.823,24.3269,-62.2441
117.823,24.3359,-55.5214
117.823,24.3449,-55.3089
117.823,24.3539,-50.972
117.823,24.3629,-51.5311
117.823,24.3719,-63.0361
117.823,24.3809,-55.5917
117.823,24.3899,-61.0767
117.823,24.3989,-49.8245
117.823,24.4079,-56.7598
117.823,24.4168,-52.8093
117.823,24.4258,-58.0517
117.823,24.4348,-53.5946
117.823,24.4438,-57.6928
117.823,24.4528,-55.0424
117.823,24.4618,-52.4613
117.823,24.4708,-54.46
117.823,24.4798,-54.1326
117.823,24.4888,-54.6241
117.823,24.4978,-53.0051
117.823,24.5068,-57.6971
117.823,24.5158,-39.5902
117.823,24.5248,-53.4381
117.823,24.5338,-56.0288
117.823,24.5428,-54.8057
117.823,24.5517,-61.3175
117.823,24.5607,-53.35
117.823,24.5697,-61.2512
117.823,24.5787,-53.3192
117.823,24.5877,-47.8167
117.823,24.5967,-56.1189
117.823,24.6057,-52.3354
117.823,24.6147,-71.1334
117.823,24.6237,-57.3295
117.823,24.6327,-54.9219
117.823,24.6417,-58.2865
117.823,24.6507,-50.5039
117.823,24.6597,-58.2713
117.823,24.6687,-53.2183
117.823,24.6777,-58.0942
117.823,24.6866,-56.0726
117.823,24.6956,-55.8264
117.823,24.7046,-55.6285
117.823,24.7136,-58.1963
117.823,24.7226,-63.3027
117.823,24.7316,-58.6824
117.823,24.7406,-58.7435
117.823,24.7496,-58.2414
117.833,24.21,-62.4605
117.833,24.219,-61.9921
117.833,24.228,-62.5323
117.833,24.237,-60.2828
117.833,24.246,-56.5785
117.833,24.255,-59.369
117.833,24.264,-59.8948
117.833,24.273,-56.007
117.833,24.2819,-62.5188
117.833,24.2909,-58.4486
117.833,24.2999,-57.4921
117.833,24.3089,-52.8817
117.833,24.3179,-55.6201
117.833,24.3269,-59.8107
117.833,24.3359,-61.9417
117.833,24.3449,-54.2629
117.833,24.3539,-57.6666
117.833,24.3629,-53.7601
117.833,24.3719,-65.7953
117.833,24.3809,-57.1197
117.833,24.3899,-54.4514
117.833,24.3989,-52.5842
117.833,24.4079,-61
117.833,24.4168,-54.8468
117.833,24.4258,-52.5535
117.833,24.4348,-52.5594
117.833,24.4438,-53.8268
117.833,24.4528,-56.4115
117.833,24.4618,-49.5144
117.833,24.4708,-50.1199
117.833,24.4798,-54.9018
117.833,24.4888,-54.9946
117.833,24.4978,-60.5956
117.833,24.5068,-61.3547
117.833,24.5158,-57.9434
117.833,24.5248,-57.0109
117.833,24.5338,-56.1562
117.833,24.5428,-56.8849
117.833,24.5517,-66.1061
117.833,24.5607,-52.4837
117.833,24.5697,-59.8234
117.833,24.5787,-60.8148
117.833,24.5877,-52.1004
117.833,24.5967,-57.8043
117.833,24.6057,-53.0455
117.833,24.6147,-51.8516
117.833,24.6237,-50.6933
117.833,24.6327,-57.7399
117.833,24.6417,-55.6113
117.833,24.6507,-60.8061
117.833,24.6597,-52.8159
117.833,24.6687,-53.9236
117.833,24.6777,-62.8494
117.833,24.6866,-62.1261
117.833,24.6956,-57.9092
117.833,24.7046,-55.4358
117.833,24.7136,-55.3619
117.833,24.7226,-63.0062
117.833,24.7316,-57.7838
117.833,24.7406,-56.032
117.833,24.7496,-53.7545
117.842,24.21,-61.455
117.842,24.219,-59.9762
117.842,24.228,-59.6788
117.842,24.237,-52.206
117.842,24.246,-52.4117
117.842,24.255,-54.1697
117.842,24.264,-52.5342
117.842,24.273,-54.9055
117.842,24.2819,-59.8792
117.842,24.2909,-54.0869
117.842,24.2999,-55.8768
117.842,24.3089,-61.5754
117.842,24.3179,-59.5339
117.842,24.3269,-56.4528
117.842,24.3359,-57.2095
117.842,24.3449,-58.1663
117.842,24.3539,-57.3653
117.842,24.3629,-58.4646
117.842,24.3719,-53.8486
117.842,24.3809,-49.4287
117.842,24.3899,-55.8681
117.842,24.3989,-58.196
117.842,24.4079,-48.9214
117.842,24.4168,-49.3777
117.842,24.4258,-53.3307
117.842,24.4348,-51.2882
117.842,24.4438,-57.3908
117.842,24.4528,-56.7641
117.842,24.4618,-44.024
117.842,24.4708,-55.8896
117.842,24.4798,-58.6757
117.842,24.4888,-55.4554
117.842,24.4978,-57.9955
117.842,24.5068,-51.7027
117.842,24.5158,-54.0515
117.842,24.5248,-53.683
117.842,24.5338,-58.3787
117.842,24.5428,-52.3651
117.842,24.5517,-45.0354
117.842,24.5607,-66.2862
117.842,24.5697,-54.7033
117.842,24.5787,-55.4922
117.842,24.5877,-57.1283
117.842,24.5967,-64.3246
117.842,24.6057,-58.1279
117.842,24.6147,-59.4506
117.842,24.6237,-57.9789
117.842,24.6327,-52.7199
117.842,24.6417,-57.5889
117.842,24.6507,-59.218
117.842,24.6597,-58.2645
117.842,24.6687,-57.0402
117.842,24.6777,-58.9664
117.842,24.6866,-58.4773
117.842,24.6956,-60.7724
117.842,24.7046,-60.8377
117.842,24.7136,-59.6622
117.842,24.7226,-59.3537
117.842,24.7316,-53.4531
117.842,24.7406,-64.1882
117.842,24.7496,-59.2372
117.852,24.21,-53.8464
117.852,24.219,-53.6422
117.852,24.228,-59.5129
117.852,24.237,-56.2788
117.852,24.246,-60.8201
117.852,24.255,-58.8916
117.852,24.264,-57.1201
117.852,24.273,-63.7825
117.852,24.2819,-52.7921
117.852,24.2909,-58.6341
117.852,24.2999,-53.5717
117.852,24.3089,-48.0041
117.852,24.3179,-59.663
117.852,24.3269,-51.1529
117.852,24.3359,-57.435
117.852,24.3449,-55.0989
117.852,24.3539,-54.3988
117.852,24.3629,-57.6757
117.852,24.3719,-56.3169
117.852,24.3809,-53.9148
117.852,24.3899,-56.9518
117.852,24.3989,-54.4319
117.852,24.4079,-51.6959
117.852,24.4168,-52.0048
117.852,24.4258,-52.829
117.852,24.4348,-54.4644
117.852,24.4438,-61.2092
117.852,24.4528,-49.278
117.852,24.4618,-54.1365
117.852,24.4708,-53.5045
117.852,24.4798,-56.893
117.852,24.4888,-51.9912
117.852,24.4978,-51.5666
117.852,24.5068,-43.9892
117.852,24.5158,-51.6867
117.852,24.5248,-53.737
117.852,24.5338,-53.4615
117.852,24.5428,-56.7006
117.852,24.5517,-52.3101
117.852,24.5607,-64.5252
117.852,24.5697,-60.2736
117.852,24.5787,-57.2402
117.852,24.5877,-57.6551
117.852,24.5967,-55.4057
117.852,24.6057,-56.5326
117.852,24.6147,-60.5677
117.852,24.6237,-64.9966
117.852,24.6327,-63.2641
117.852,24.6417,-54.8728
117.852,24.6507,-60.0132
117.852,24.6597,-63.9158
117.852,24.6687,-57.5732
117.852,24.6777,-50.6524
117.852,24.6866,-57.6883
117.852,24.6956,-55.7274
117.852,24.7046,-54.0971
117.852,24.7136,-58.4698
117.852,24.7226,-58.8189
117.852,24.7316,-60.6001
117.852,24.7406,-59.2235
117.852,24.7496,-60.8674
117.862,24.21,-58.9339
117.862,24.219,-55.56
117.862,24.228,-58.4755
117.862,24.237,-59.5276
117.862,24.246,-60.4426
117.862,24.255,-54.9252
117.862,24.264,-60.8668
117.862,24.273,-54.2453
117.862,24.2819,-51.5791
117.862,24.2909,-63.9785
117.862,24.2999,-61.9172
117.862,24.3089,-62.6229
117.862,24.3179,-56.4468
117.862,24.3269,-44.1718
117.862,24.3359,-58.1193
117.862,24.3449,-62.3369
117.862,24.3539,-55.3981
117.862,24.3629,-55.6191
117.862,24.3719,-49.2785
117.862,24.3809,-59.1193
117.862,24.3899,-59.7983
117.862,24.3989,-55.1523
117.862,24.4079,-54.4128
117.862,24.4168,-59.5701
117.862,24.4258,-53.545
117.862,24.4348,-58.7857
117.862,24.4438,-58.6744
117.862,24.4528,-55.5595
117.862,24.4618,-52.9356
117.862,24.4708,-53.7968
117.862,24.4798,-52.3027
117.862,24.4888,-60.043
117.862,24.4978,-53.1918
117.862,24.5068,-56.3784
117.862,24.5158,-59.9184
117.862,24.5248,-63.4151
117.862,24.5338,-56.97
117.862,24.5428,-56.4154
117.862,24.5517,-51.014
117.862,24.5607,-55.4036
117.862,24.5697,-57.3889
117.862,24.5787,-56.1408
117.862,24.5877,-59.9094
117.862,24.5967,-55.8766
117.862,24.6057,-52.362
117.862,24.6147,-52.8968
117.862,24.6237,-62.3451
117.862,24.6327,-61.403
117.862,24.6417,-58.2489
117.862,24.6507,-53.0086
117.862,24.6597,-52.8136
117.862,24.6687,-58.968
117.862,24.6777,-56.0237
117.862,24.6866,-56.0448
117.862,24.6956,-56.7719
117.862,24.7046,-55.8761
117.862,24.7136,-58.7888
117.862,24.7226,-55.5959
117.862,24.7316,-67.9822
117.862,24.7406,-57.6243
117.862,24.7496,-60.4034
117.872,24.21,-63.6851
117.872,24.219,-55.2238
117.872,24.228,-57.8511
117.872,24.237,-56.2476
117.872,24.246,-55.876
117.872,24.255,-60.4948
117.872,24.264,-53.6546
117.872,24.273,-59.9155
117.872,24.2819,-48.6281
117.872,24.2909,-49.4627
117.872,24.2999,-58.1969
117.872,24.3089,-58.8069
117.872,24.3179,-55.7596
117.872,24.3269,-50.9567
117.872,24.3359,-59.1353
117.872,24.3449,-57.2533
117.872,24.3539,-64.9255
117.872,24.3629,-50.9481
117.872,24.3719,-58.2314
117.872,24.3809,-55.9718
117.872,24.3899,-58.9341
117.872,24.3989,-54.6393
117.872,24.4079,-53.0333
117.872,24.4168,-60.8729
117.872,24.4258,-51.2538
117.872,24.4348,-51.4499
117.872,24.4438,-53.922
117.872,24.4528,-48.9099
117.872,24.4618,-63.8705
117.872,24.4708,-43.9171
117.872,24.4798,-47.1354
117.872,24.4888,-52.689
117.872,24.4978,-52.9298
117.872,24.5068,-56.216
117.872,24.5158,-53.2346
117.872,24.5248,-54.952
117.872,24.5338,-52.8613
117.872,24.5428,-60.2084
117.872,24.5517,-52.5581
117.872,24.5607,-48.8918
117.872,24.5697,-54.764
117.872,24.5787,-55.3137
117.872,24.5877,-57.5593
117.872,24.5967,-48.4292
117.872,24.6057,-51.1938
117.872,24.6147,-54.7362
117.872,24.6237,-56.6596
117.872,24.6327,-52.729
117.872,24.6417,-54.6989
117.872,24.6507,-51.8773
117.872,24.6597,-58.6067
117.872,24.6687,-55.1085
117.872,24.6777,-63.083
117.872,24.6866,-60.7619
117.872,24.6956,-54.7786
117.872,24.7046,-58.7799
117.872,24.7136,-54.8475
117.872,24.7226,-55.5631
117.872,24.7316,-70.1507
117.872,24.7406,-52.8036
117.872,24.7496,-56.4425
117.882,24.21,-58.2746
117.882,24.219,-56.7848
117.882,24.228,-54.9866
117.882,24.237,-61.0663
117.882,24.246,-55.8854
117.882,24.255,-52.8501
117.882,24.264,-55.7173
117.882,24.273,-52.1223
117.882,24.2819,-57.104
117.882,24.2909,-60.9503
117.882,24.2999,-56.9287
117.882,24.3089,-48.7539
117.882,24.3179,-59.7316
117.882,24.3269,-54.1352
117.882,24.3359,-59.1743
117.882,24.3449,-51.3027
117.882,24.3539,-54.03
117.882,24.3629,-60.998
117.882,24.3719,-46.2415
117.882,24.3809,-56.9541
117.882,24.3899,-55.5382
117.882,24.3989,-51.7876
117.882,24.4079,-55.4927
117.882,24.4168,-51.5949
117.882,24.4258,-50.6711
117.882,24.4348,-54.2098
117.882,24.4438,-57.0386
117.882,24.4528,-48.1432
117.882,24.4618,-54.2365
117.882,24.4708,-51.8613
117.882,24.4798,-60.2072
117.882,24.4888,-57.1057
117.882,24.4978,-52.2615
117.882,24.5068,-53.0866
117.882,24.5158,-50.994
117.882,24.5248,-57.8313
117.882,24.5338,-53.7522
117.882,24.5428,-53.9485
117.882,24.5517,-56.3157
117.882,24.5607,-53.4156
117.882,24.5697,-56.5457
117.882,24.5787,-58.7677
117.882,24.5877,-46.1059
117.882,24.5967,-53.8262
117.882,24.6057,-56.9269
117.882,24.6147,-61.2131
117.882,24.6237,-57.6437
117.882,24.6327,-59.0968
117.882,24.6417,-51.3068
117.882,24.6507,-50.2712
117.882,24.6597,-58.3087
117.882,24.6687,-61.9853
117.882,24.6777,-55.2962
117.882,24.6866,-58.6132
117.882,24.6956,-57.4403
117.882,24.7046,-66.1648
117.882,24.7136,-58.2131
117.882,24.7226,-59.2056
117.882,24.7316,-59.1467
117.882,24.7406,-58.7693
117.882,24.7496,-59.8075
117.892,24.21,-57.0616
117.892,24.219,-58.9418
117.892,24.228,-60.8418
117.892,24.237,-58.1715
117.892,24.246,-58.3163
117.892,24.255,-50.7769
117.892,24.264,-56.4711
117.892,24.273,-53.7273
117.892,24.2819,-53.764
117.892,24.2909,-47.9408
117.892,24.2999,-60.2007
117.892,24.3089,-45.3993
117.892,24.3179,-58.1934
117.892,24.3269,-60.813
117.892,24.3359,-54.5146
117.892,24.3449,-53.7859
117.892,24.3539,-59.7399
117.892,24.3629,-55.4287
117.892,24.3719,-53.3085
117.892,24.3809,-60.0237
117.892,24.3899,-54.3931
117.892,24.3989,-62.7778
117.892,24.4079,-50.7493
117.892,24.4168,-51.8895
117.892,24.4258,-56.9936
117.892,24.4348,-54.056
117.892,24.4438,-54.6666
117.892,24.4528,-49.8211
117.892,24.4618,-51.8757
117.892,24.4708,-49.3909
117.892,24.4798,-50.8362
117.892,24.4888,-55.4117
117.892,24.4978,-56.7275
117.892,24.5068,-59.781
117.892,24.5158,-58.6856
117.892,24.5248,-55.1194
117.892,24.5338,-49.9968
117.892,24.5428,-51.7057
117.892,24.5517,-49.0228
117.892,24.5607,-53.8267
117.892,24.5697,-51.9593
117.892,24.5787,-59.1486
117.892,24.5877,-50.7609
117.892,24.5967,-55.3508
117.892,24.6057,-56.5389
117.892,24.6147,-58.2713
117.892,24.6237,-53.3469
117.892,24.6327,-56.2044
117.892,24.6417,-59.909
117.892,24.6507,-57.3806
117.892,24.6597,-59.3208
117.892,24.6687,-62.5774
117.892,24.6777,-57.9948
117.892,24.6866,-57.1218
117.892,24.6956,-59.8667
117.892,24.7046,-56.9902
117.892,24.7136,-58.9143
117.892,24.7226,-59.6725
117.892,24.7316,-62.2028
117.892,24.7406,-56.0454
117.892,24.7496,-60.2285
117.902,24.21,-61.2266
117.902,24.219,-57.7018
117.902,24.228,-57.5469
117.902,24.237,-51.9856
117.902,24.246,-58.3446
117.902,24.255,-54.0871
117.902,24.264,-57.4015
117.902,24.273,-62.3341
117.902,24.2819,-52.5353
117.902,24.2909,-53.6751
117.902,24.2999,-56.1766
117.902,24.3089,-49.0371
117.902,24.3179,-58.3197
117.902,24.3269,-60.2066
117.902,24.3359,-53.1731
117.902,24.3449,-53.9295
117.902,24.3539,-61.9988
117.902,24.3629,-53.893
117.902,24.3719,-48.8196
117.902,24.3809,-57.6373
117.902,24.3899,-53.7552
117.902,24.3989,-55.964
117.902,24.4079,-50.5524
117.902,24.4168,-51.3045
117.902,24.4258,-54.3204
117.902,24.4348,-56.6981
117.902,24.4438,-56.2784
117.902,24.4528,-58.8596
117.902,24.4618,-57.716
117.902,24.4708,-51.1235
117.902,24.4798,-55.3776
117.902,24.4888,-46.1659
117.902,24.4978,-44.223
117.902,24.5068,-46.4353
117.902,24.5158,-56.2062
117.902,24.5248,-50.7158
117.902,24.5338,-51.3528
117.902,24.5428,-54.9075
117.902,24.5517,-51.833
117.902,24.5607,-60.2686
117.902,24.5697,-50.6499
117.902,24.5787,-62.4864
117.902,24.5877,-56.5194
117.902,24.5967,-53.8355
117.902,24.6057,-53.3441
117.902,24.6147,-53.4415
117.902,24.6237,-48.1929
117.902,24.6327,-54.4238
117.902,24.6417,-62.8476
117.902,24.6507,-53.7378
117.902,24.6597,-56.8006
117.902,24.6687,-60.9048
117.902,24.6777,-63.457
117.902,24.6866,-62.3738
117.902,24.6956,-55.4494
117.902,24.7046,-60.4127
117.902,24.7136,-55.6095
117.902,24.7226,-63.9989
117.902,24.7316,-62.5241
117.902,24.7406,-61.819
117.902,24.7496,-54.7043
117.912,24.21,-56.5079
117.912,24.219,-53.8531
117.912,24.228,-63.2828
117.912,24.237,-49.0345
117.912,24.246,-53.9658
117.912,24.255,-60.6004
117.912,24.264,-53.418
117.912,24.273,-61.9235
117.912,24.2819,-55.9137
117.912,24.2909,-56.0413
117.912,24.2999,-55.9606
117.912,24.3089,-57.9745
117.912,24.3179,-52.8089
117.912,24.3269,-53.0883
117.912,24.3359,-49.7516
117.912,24.3449,-57.7896
117.912,24.3539,-51.1352
117.912,24.3629,-53.6364
117.912,24.3719,-46.763
117.912,24.3809,-58.21
117.912,24.3899,-46.3903
117.912,24.3989,-51.2168
117.912,24.4079,-44.6769
117.912,24.4168,-50.7227
117.912,24.4258,-55.8528
117.912,24.4348,-47.6083
117.912,24.4438,-47.5895
117.912,24.4528,-55.4705
117.912,24.4618,-50.0551
117.912,24.4708,-55.4954
117.912,24.4798,-45.143
117.912,24.4888,-50.9653
117.912,24.4978,-54.2396
117.912,24.5068,-50.9582
117.912,24.5158,-56.9765
117.912,24.5248,-47.0713
117.912,24.5338,-54.8861
117.912,24.5428,-47.7893
117.912,24.5517,-59.9779
117.912,24.5607,-58.0512
117.912,24.5697,-52.8557
117.912,24.5787,-55.1777
117.912,24.5877,-56.1733
117.912,24.5967,-60.1667
117.912,24.6057,-63.0492
117.912,24.6147,-57.0242
117.912,24.6237,-52.866
117.912,24.6327,-51.9479
117.912,24.6417,-59.6551
117.912,24.6507,-52.8978
117.912,24.6597,-53.7428
117.912,24.6687,-58.2052
117.912,24.6777,-57.3114
117.912,24.6866,-54.5233
117.912,24.6956,-58.5523
117.912,24.7046,-57.5664
117.912,24.7136,-53.6856
117.912,24.7226,-60.6048
117.912,24.7316,-58.1141
117.912,24.7406,-61.1006
117.912,24.7496,-55.5752
117.922,24.21,-58.9123
117.922,24.219,-60.4381
117.922,24.228,-59.9582
117.922,24.237,-61.1603
117.922,24.246,-58.7779
117.922,24.255,-63.1708
117.922,24.264,-47.9254
117.922,24.273,-54.2881
117.922,24.2819,-59.9891
117.922,24.2909,-52.5986
117.922,24.2999,-57.4724
117.922,24.3089,-58.3274
117.922,24.3179,-51.7578
117.922,24.3269,-51.5407
117.922,24.3359,-49.295
117.922,24.3449,-56.9764
117.922,24.3539,-49.1689
117.922,24.3629,-58.8546
117.922,24.3719,-53.4276
117.922,24.3809,-46.2778
117.922,24.3899,-42.5212
117.922,24.3989,-53.3234
117.922,24.4079,-55.2278
117.922,24.4168,-49.4749
117.922,24.4258,-51.4996
117.922,24.4348,-56.2008
117.922,24.4438,-56.8998
117.922,24.4528,-59.6718
117.922,24.4618,-49.4405
117.922,24.4708,-47.2668
117.922,24.4798,-48.1394
117.922,24.4888,-44.8737
117.922,24.4978,-54.6521
117.922,24.5068,-56.4005
117.922,24.5158,-55.7947
117.922,24.5248,-57.5321
117.922,24.5338,-56.8726
117.922,24.5428,-54.2228
117.922,24.5517,-59.7942
117.922,24.5607,-50.5051
117.922,24.5697,-62.1273
117.922,24.5787,-54.68
117.922,24.5877,-53.7868
117.922,24.5967,-46.5603
117.922,24.6057,-64.307
117.922,24.6147,-60.631
117.922,24.6237,-54.1984
117.922,24.6327,-57.98
117.922,24.6417,-49.4633
117.922,24.6507,-47.8075
117.922,24.6597,-63.8248
117.922,24.6687,-59.9628
117.922,24.6777,-50.8815
117.922,24.6866,-58.2977
117.922,24.6956,-59.0118
117.922,24.7046,-51.9821
117.922,24.7136,-64.1634
117.922,24.7226,-56.9074
117.922,24.7316,-49.2663
117.922,24.7406,-58.8738
117.922,24.7496,-63.5322
117.931,24.21,-57.8411
117.931,24.219,-59.0641
117.931,24.228,-60.7186
117.931,24.237,-60.2869
117.931,24.246,-48.5369
117.931,24.255,-63.6389
117.931,24.264,-54.0748
117.931,24.273,-56.9317
117.931,24.2819,-54.1205
117.931,24.2909,-54.2307
117.931,24.2999,-56.6416
117.931,24.3089,-50.1324
117.931,24.3179,-57.1054
117.931,24.3269,-54.2866
117.931,24.3359,-56.8296
117.931,24.3449,-52.6259
117.931,24.3539,-54.3324
117.931,24.3629,-56.1035
117.931,24.3719,-62.0823
117.931,24.3809,-59.7606
117.931,24.3899,-58.0304
117.931,24.3989,-63.9955
117.931,24.4079,-49.6591
117.931,24.4168,-49.7143
117.931,24.4258,-53.6022
117.931,24.4348,-49.7261
117.931,24.4438,-47.0954
117.931,24.4528,-53.653
117.931,24.4618,-54.0792
117.931,24.4708,-45.4559
117.931,24.4798,-51.4918
117.931,24.4888,-57.5768
117.931,24.4978,-47.9255
117.931,24.5068,-48.816
117.931,24.5158,-50.7596
117.931,24.5248,-52.5807
117.931,24.5338,-56.9554
117.931,24.5428,-57.975
117.931,24.5517,-57.5933
117.931,24.5607,-50.3237
117.931,24.5697,-57.4286
117.931,24.5787,-55.3989
117.931,24.5877,-50.9258
117.931,24.5967,-52.5177
117.931,24.6057,-56.084
117.931,24.6147,-57.0856
117.931,24.6237,-55.6743
117.931,24.6327,-54.8945
117.931,24.6417,-60.9301
117.931,24.6507,-54.0786
117.931,24.6597,-60.6104
117.931,24.6687,-58.0308
117.931,24.6777,-60.0325
117.931,24.6866,-56.9338
117.931,24.6956,-59.1374
117.931,24.7046,-54.3952
117.931,24.7136,-56.1386
117.931,24.7226,-55.861
117.931,24.7316,-59.2669
117.931,24.7406,-62.2914
117.931,24.7496,-57.6642
117.941,24.21,-58.692
117.941,24.219,-58.6131
117.941,24.228,-56.2237
117.941,24.237,-55.5718
117.941,24.246,-58.8249
117.941,24.255,-55.1471
117.941,24.264,-52.0011
117.941,24.273,-51.3011
117.941,24.2819,-52.4845
117.941,24.2909,-59.3073
117.941,24.2999,-63.2672
117.941,24.3089,-55.2756
117.941,24.3179,-50.9493
117.941,24.3269,-60.0137
117.941,24.3359,-57.6151
117.941,24.3449,-55.6476
117.941,24.3539,-54.9724
117.941,24.3629,-52.4456
117.941,24.3719,-61.6585
117.941,24.3809,-48.5863
117.941,24.3899,-50.1575
117.941,24.3989,-56.106
117.941,24.4079,-59.7494
117.941,24.4168,-60.0321
117.941,24.4258,-53.6657
117.941,24.4348,-60.5355
117.941,24.4438,-54.4295
117.941,24.4528,-55.5587
